studentID
5130809060
5140109067
5140109115
5141209164
515010910005
515010910013
515010910024
515010910054
515010910066,x
515010910091
515020910125
515020910130
515020910216
515020910227
515021910601
515030910023
515030910140
515051910057
515051910071
515080910002
515111910202
515111910227
515120910215
515200990052
515200990065
516021910109
516021910178
516051910085
516071910069
516072910012
516080910003
516080910023
516111910096
516111910179
516111910198
516111910249
516111910267
516120910006,x
516120910014,x
516120910025,x
516120910042
516120910044,x
516120910056,x
516120910065,x
516120910100
516120910113
516120910117
516120910118,x
516204910002
516204910006
715090920002
515111910201
515141910021
5140219440
516020910188
515020910246
516120910125
516010910062
516010910041
515020910263
516111910183
5140719034
515020910235
